64,31500,-15,3,11,1,556,-125,-430,-27106,589,-589,27438,-726,0,0,0
65,32000,-13,1,12,1,518,-32,-485,-24749,1179,0,25574,-759,0,0,0
66,32500,-11,-3,13,1,468,61,-528,-21213,589,-589,23165,-693,0,0,0
67,33000,-9,-5,13,1,411,150,-561,-18267,589,-589,20310,-594,0,0,0
68,33500,-8,-7,14,1,344,235,-580,-15321,589,-589,16945,-511,0,0,0
69,34000,-7,-10,15,1,267,316,-583,-12374,0,-1179,13150,-429,0,0,0
70,34500,-5,-12,15,1,184,386,-571,-9428,0,-1179,9091,-264,0,0,0
71,35000,-2,-13,14,1,95,449,-545,-4125,0,-589,4719,-132,0,0,0
72,35500,1,-14,12,1,1,502,-505,1768,0,-589,82,-49,0,0,0
73,36000,3,-15,10,1,-90,541,-451,4714,-589,-1179,-4455,82,0,0,0
74,36500,5,-16,9,1,-178,567,-389,8839,-589,-1179,-8811,214,0,0,0
75,37000,7,-16,7,1,-264,580,-317,12374,-1179,-1179,-13001,330,0,0,0
76,37500,9,-16,6,1,-343,581,-238,15910,-1179,-589,-16879,462,0,0,0
77,38000,11,-16,3,1,-409,564,-154,19445,-1179,-1179,-20195,610,0,0,0
78,38500,12,-15,1,1,-467,530,-64,21802,-1179,-1179,-23066,742,0,0,0
79,39000,13,-13,-2,1,-517,486,30,23570,-2357,-1179,-25475,775,0,0,0
80,39500,14,-11,-5,1,-552,431,120,24159,-1768,-1179,-27290,808,0,0,0
81,40000,14,-9,-7,1,-574,366,206,25338,-2357,-1179,-28395,825,0,0,0
82,40500,14,-7,-9,1,-581,291,288,26517,-2946,-1179,-28808,874,0,0,0
83,41000,14,-6,-11,1,-577,211,364,26517,-2946,-1768,-28527,808,0,0,0
84,41500,14,-3,-12,1,-556,126,428,25338,-2357,-589,-27455,808,0,0,0
85,42000,12,1,-13,1,-518,33,483,22392,-2357,0,-25656,792,0,0,0
86,42500,10,2,-14,1,-469,-61,527,18856,-2357,-1179,-23214,709,0,0,0
87,43000,9,5,-15,1,-411,-149,559,16499,-2357,-589,-20327,610,0,0,0
88,43500,7,7,-16,1,-344,-234,576,13553,-2357,-1179,-16961,495,0,0,0
89,44000,6,9,-16,1,-267,-315,582,11196,-1768,-589,-13150,396,0,0,0
90,44500,4,11,-16,1,-185,-385,571,7071,-1768,-589,-9108,247,0,0,0
91,45000,1,13,-15,1,-98,-446,544,2946,-2357,-589,-4752,82,0,0,0
92,45500,-2,14,-14,1,-3,-499,503,-1768,-1768,-1179,-99,-16,0,0,0
93,46000,-4,14,-12,1,89,-541,451,-7071,-1179,-1179,4455,-181,0,0,0
94,46500,-6,15,-11,1,178,-567,389,-10607,-589,-1179,8794,-297,0,0,0
95,47000,-8,16,-9,1,262,-582,318,-14731,-589,-589,12935,-429,0,0,0
96,47500,-10,16,-7,1,339,-581,240,-18267,-589,-589,16813,-561,0,0,0
97,48000,-12,15,-5,1,407,-563,156,-21213,0,-1179,20178,-660,0,0,0
98,48500,-13,14,-2,1,466,-532,64,-22981,1179,-589,23066,-775,0,0,0
99,49000,-14,12,1,1,516,-487,-29,-24749,0,-589,25475,-792,0,0,0
100,49500,-15,10,3,1,551,-432,-119,-27106,0,-1179,27257,-808,0,0,0
101,50000,-15,9,5,1,574,-367,-206,-27695,0,-589,28362,-808,0,0,0
102,50500,-15,7,7,1,583,-292,-290,-27695,589,-589,28808,-808,0,0,0
103,51000,-16,5,9,1,577,-213,-364,-28284,589,-1179,28494,-742,0,0,0
104,51500,-15,3,10,1,555,-126,-427,-27106,589,-1179,27422,-726,0,0,0
105,52000,-13,1,12,1,518,-33,-484,-24749,1179,0,25607,-726,0,0,0
106,52500,-11,-3,13,1,470,61,-531,-21213,589,-589,23214,-676,0,0,0
107,53000,-9,-5,14,1,413,149,-562,-18267,589,0,20327,-561,0,0,0
108,53500,-8,-8,14,1,345,234,-579,-15321,589,-1179,16961,-495,0,0,0
109,54000,-7,-10,15,1,266,316,-584,-12374,0,-1179,13150,-429,0,0,0
110,54500,-5,-12,15,1,184,388,-573,-9428,-589,-1179,9091,-264,0,0,0
111,55000,-2,-13,14,1,95,449,-546,-4125,0,-589,4686,-181,0,0,0
112,55500,1,-14,12,1,1,501,-503,1768,-589,-589,66,-33,0,0,0
113,56000,3,-16,10,1,-92,542,-451,4714,-589,-1768,-4504,99,0,0,0
114,56500,5,-16,8,1,-180,569,-389,8839,-589,-1768,-8844,214,0,0,0
115,57000,7,-16,7,1,-265,581,-317,12374,-1179,-1179,-13018,313,0,0,0
116,57500,9,-16,6,1,-342,579,-237,15910,-1179,-589,-16862,412,0,0,0
117,58000,11,-16,3,1,-409,563,-153,18856,-1179,-1179,-20145,561,0,0,0
118,58500,12,-15,1,1,-469,531,-63,21213,-1179,-1179,-23049,660,0,0,0
119,59000,13,-13,-2,1,-518,486,30,23570,-2357,-1179,-25524,726,0,0,0
120,59500,14,-11,-5,1,-551,430,120,25338,-1768,-1179,-27290,808,0,0,0
121,60000,14,-9,-7,1,-574,365,207,25338,-2946,-1179,-28395,825,0,0,0
122,60500,14,-7,-9,1,-582,291,289,26517,-2946,-1179,-28808,841,0,0,0
123,61000,14,-6,-11,1,-576,211,363,26517,-2946,-1768,-28511,841,0,0,0
124,61500,14,-3,-12,1,-554,125,426,25338,-2357,-589,-27438,841,0,0,0
125,62000,12,1,-14,1,-518,32,484,22392,-2357,-589,-25623,808,0,0,0
126,62500,10,2,-14,1,-469,-62,530,18856,-2946,-1179,-23214,759,0,0,0
127,63000,9,5,-15,1,-412,-150,560,15910,-2357,-589,-20343,643,0,0,0
128,63500,7,7,-16,1,-343,-234,576,13553,-2357,-1179,-16961,528,0,0,0
129,64000,6,9,-16,1,-265,-316,580,11196,-1768,-589,-13117,396,0,0,0
130,64500,4,11,-16,1,-185,-385,569,7071,-1768,-589,-9058,231,0,0,0
131,65000,1,12,-15,1,-98,-444,542,2946,-2357,-1179,-4719,49,0,0,0
132,65500,-2,14,-14,1,-3,-498,501,-1768,-1768,-1179,-99,-33,0,0,0
133,66000,-4,15,-12,1,89,-541,451,-7071,-1179,-589,4422,-165,0,0,0
134,66500,-6,15,-11,1,177,-568,390,-10607,-1179,-1179,8778,-297,0,0,0
135,67000,-8,16,-9,1,261,-580,317,-14142,-589,-589,12935,-462,0,0,0
136,67500,-10,16,-7,1,339,-579,239,-17678,-589,-589,16796,-561,0,0,0
137,68000,-12,15,-5,1,407,-563,156,-21213,0,-1179,20112,-660,0,0,0
138,68500,-13,14,-2,1,465,-532,66,-23570,1179,-589,23049,-792,0,0,0
139,69000,-14,12,1,1,514,-487,-27,-24749,0,-589,25508,-858,0,0,0
140,69500,-14,10,3,1,551,-432,-118,-25927,1179,-589,27273,-841,0,0,0
141,70000,-15,9,5,1,575,-368,-206,-27695,589,-589,28379,-808,0,0,0
142,70500,-15,7,7,1,583,-293,-290,-27695,589,-589,28758,-825,0,0,0
143,71000,-16,5,9,1,577,-211,-364,-28284,589,-1179,28478,-775,0,0,0
144,71500,-15,3,10,1,555,-125,-430,-27106,0,-1179,27389,-726,0,0,0
145,72000,-13,1,12,1,518,-33,-485,-24749,1179,0,25574,-726,0,0,0
146,72500,-11,-3,13,1,470,59,-529,-21213,589,-589,23214,-676,0,0,0
147,73000,-10,-5,13,1,412,148,-560,-18856,0,-1179,20343,-577,0,0,0
148,73500,-8,-7,14,1,344,234,-580,-15321,589,-589,16945,-462,0,0,0
149,74000,-6,-9,15,1,267,316,-584,-11785,589,0,13150,-379,0,0,0
150,74500,-5,-12,15,1,185,386,-572,-9428,-589,-1179,9091,-247,0,0,0
151,75000,-2,-13,14,1,95,448,-545,-4125,0,-589,4702,-132,0,0,0
152,75500,1,-14,12,1,1,502,-504,1768,-589,-589,99,-33,0,0,0
153,76000,3,-15,11,1,-92,542,-452,4714,-589,-589,-4471,66,0,0,0
154,76500,5,-16,9,1,-178,569,-390,8839,-589,-1179,-8811,231,0,0,0
155,77000,7,-16,7,1,-262,580,-317,12374,-1179,-1179,-13001,379,0,0,0
156,77500,9,-16,6,1,-342,580,-239,15910,-1179,-589,-16862,462,0,0,0
157,78000,11,-16,3,1,-409,563,-155,18856,-1179,-1179,-20178,561,0,0,0
158,78500,12,-15,1,1,-467,531,-64,21213,-1179,-1179,-23049,693,0,0,0
159,79000,13,-13,-3,1,-517,486,30,23570,-2357,-1768,-25508,726,0,0,0
160,79500,14,-11,-5,1,-553,431,121,24159,-1768,-1179,-27290,775,0,0,0
161,80000,14,-9,-7,1,-575,366,208,25338,-2357,-1179,-28395,792,0,0,0
162,80500,14,-7,-9,1,-582,291,289,26517,-2357,-1179,-28791,841,0,0,0
163,81000,14,-6,-11,1,-575,210,363,26517,-2946,-1768,-28478,808,0,0,0
164,81500,14,-3,-12,1,-555,124,429,25338,-2357,-589,-27438,792,0,0,0
165,82000,12,1,-14,1,-518,32,484,22392,-2357,-589,-25623,808,0,0,0
166,82500,10,2,-14,1,-469,-61,528,19445,-2357,-1179,-23214,726,0,0,0
167,83000,8,5,-15,1,-410,-150,560,15910,-2946,-1179,-20327,660,0,0,0
168,83500,7,7,-16,1,-343,-236,578,13553,-2357,-1179,-16961,511,0,0,0
169,84000,6,9,-16,1,-265,-316,581,11196,-1768,-589,-13133,429,0,0,0
170,84500,4,11,-16,1,-185,-384,568,7071,-1768,-589,-9091,231,0,0,0
171,85000,1,12,-15,1,-96,-445,542,2946,-2357,-1179,-4719,115,0,0,0
172,85500,-2,14,-14,1,-2,-500,502,-2357,-1768,-1179,-99,0,0,0,0
173,86000,-4,14,-12,1,89,-541,452,-7071,-1179,-1179,4438,-148,0,0,0
174,86500,-6,15,-11,1,176,-566,389,-10607,-1179,-1179,8778,-297,0,0,0
175,87000,-8,16,-9,1,261,-579,317,-14731,-589,-589,12935,-445,0,0,0
176,87500,-10,16,-7,1,341,-579,238,-18267,-589,-589,16813,-544,0,0,0
177,88000,-12,15,-5,1,407,-563,155,-21213,0,-1179,20178,-676,0,0,0
178,88500,-13,14,-2,1,465,-531,65,-23570,1179,-589,23066,-792,0,0,0
179,89000,-14,12,1,1,514,-486,-29,-24749,0,-589,25458,-841,0,0,0
180,89500,-15,10,3,1,552,-432,-119,-26517,0,-1179,27290,-825,0,0,0
181,90000,-15,9,5,1,574,-368,-206,-27695,589,-589,28395,-858,0,0,0
182,90500,-15,7,7,1,582,-292,-289,-27695,589,-589,28775,-841,0,0,0
183,91000,-16,5,9,1,575,-211,-364,-28284,589,-1179,28428,-775,0,0,0
184,91500,-15,3,10,1,554,-126,-428,-27106,0,-1179,27372,-759,0,0,0
185,92000,-13,1,12,1,518,-34,-484,-24749,1179,0,25590,-759,0,0,0
186,92500,-11,-3,13,1,470,59,-529,-21213,589,-589,23247,-676,0,0,0
187,93000,-10,-5,13,1,413,148,-560,-18856,0,-1179,20360,-561,0,0,0
188,93500,-8,-8,14,1,345,234,-579,-15321,589,-1179,16961,-478,0,0,0
189,94000,-7,-10,15,1,267,315,-584,-12374,0,-1179,13150,-379,0,0,0
190,94500,-4,-12,15,1,184,387,-572,-8839,0,-589,9075,-247,0,0,0
191,95000,-2,-13,14,1,95,449,-545,-4125,-589,-589,4702,-115,0,0,0
192,95500,1,-14,12,1,2,501,-504,1768,0,-589,99,0,0,0,0
193,96000,3,-15,10,1,-90,542,-452,4714,-589,-1179,-4471,115,0,0,0
194,96500,5,-16,9,1,-179,569,-390,8839,-589,-1179,-8827,214,0,0,0
195,97000,8,-16,7,1,-264,581,-317,12964,-589,-589,-13001,346,0,0,0
196,97500,9,-16,6,1,-342,580,-238,15910,-1768,-589,-16862,462,0,0,0
197,98000,11,-16,3,1,-408,563,-155,18856,-1179,-1179,-20162,610,0,0,0
198,98500,12,-15,1,1,-467,531,-64,21802,-1179,-1179,-23066,693,0,0,0
199,99000,13,-13,-2,1,-518,487,30,23570,-2357,-1179,-25491,693,0,0,0
200,99500,14,-11,-5,1,-551,432,119,24159,-1768,-1179,-27224,759,0,0,0
201,100000,14,-9,-7,1,-573,366,205,25338,-2946,-1179,-28362,808,0,0,0
202,100500,14,-7,-9,1,-583,292,289,26517,-2946,-1179,-28824,808,0,0,0
203,101000,14,-6,-11,1,-578,211,364,26517,-2946,-1768,-28527,808,0,0,0
204,101500,14,-3,-13,1,-557,125,429,25927,-2357,-1179,-27455,775,0,0,0
205,102000,12,1,-13,1,-518,33,484,22392,-2357,0,-25623,775,0,0,0
206,102500,10,2,-14,1,-469,-62,529,18856,-2357,-1179,-23231,726,0,0,0
207,103000,9,5,-15,1,-411,-150,560,17088,-2357,-589,-20343,643,0,0,0
208,103500,7,7,-16,1,-343,-235,577,12964,-2357,-1179,-16945,511,0,0,0
209,104000,6,9,-17,1,-265,-316,581,11196,-1768,-1179,-13117,412,0,0,0
210,104500,4,11,-16,1,-184,-386,571,7071,-1768,-589,-9091,264,0,0,0
211,105000,1,13,-15,1,-96,-447,543,2946,-2357,-589,-4719,132,0,0,0
212,105500,-1,14,-14,1,-3,-498,501,-1179,-1179,-589,-99,0,0,0,0
213,106000,-4,14,-12,1,89,-539,449,-7071,-1179,-1179,4438,-148,0,0,0
214,106500,-6,15,-11,1,178,-567,388,-10607,-1179,-1179,8761,-264,0,0,0
215,107000,-8,16,-9,1,262,-580,317,-14142,-589,-589,12935,-396,0,0,0
216,107500,-10,16,-7,1,339,-579,240,-18267,-589,-589,16796,-528,0,0,0
217,108000,-12,16,-5,1,406,-562,155,-21802,0,-589,20145,-676,0,0,0
218,108500,-13,14,-2,1,466,-531,64,-22981,1179,-589,23066,-759,0,0,0
219,109000,-14,12,1,1,516,-487,-29,-25338,0,-589,25491,-825,0,0,0
220,109500,-15,11,3,1,551,-432,-119,-26517,0,-589,27257,-841,0,0,0
221,110000,-15,8,5,1,573,-367,-207,-27695,589,-1179,28346,-858,0,0,0
222,110500,-15,7,7,1,582,-292,-290,-28284,589,-589,28758,-858,0,0,0
223,111000,-16,5,9,1,577,-212,-363,-28284,589,-1179,28511,-792,0,0,0
224,111500,-15,3,10,1,554,-126,-427,-27106,589,-1179,27389,-792,0,0,0
225,112000,-13,1,12,1,517,-33,-484,-24749,1179,0,25557,-742,0,0,0
226,112500,-11,-3,13,1,470,61,-530,-21213,589,-589,23198,-660,0,0,0
227,113000,-10,-5,13,1,412,148,-560,-18856,0,-1179,20327,-577,0,0,0
228,113500,-8,-7,14,1,345,233,-578,-15321,589,-589,16961,-462,0,0,0
229,114000,-7,-10,15,1,266,315,-582,-12374,0,-1179,13150,-396,0,0,0
230,114500,-5,-12,15,1,184,386,-572,-9428,0,-1179,9091,-280,0,0,0
231,115000,-2,-13,14,1,96,448,-545,-4125,-589,-589,4719,-132,0,0,0
232,115500,1,-15,12,1,3,500,-504,1768,0,-1179,99,16,0,0,0
233,116000,3,-15,10,1,-91,541,-452,4714,-589,-1179,-4471,115,0,0,0
234,116500,5,-16,9,1,-178,568,-390,8839,-1179,-1179,-8811,247,0,0,0
235,117000,7,-16,7,1,-262,580,-318,12374,-1179,-1179,-12968,379,0,0,0
236,117500,9,-16,6,1,-341,580,-239,15910,-1179,-589,-16829,462,0,0,0
237,118000,11,-16,3,1,-409,563,-155,18856,-1179,-1179,-20145,577,0,0,0
238,118500,12,-15,1,1,-468,531,-64,21802,-1179,-1179,-23049,693,0,0,0
239,119000,13,-13,-2,1,-518,487,29,23570,-2357,-1179,-25524,759,0,0,0
240,119500,14,-11,-5,1,-552,432,120,24749,-2357,-1179,-27290,792,0,0,0
241,120000,14,-9,-7,1,-574,366,207,25338,-2357,-1179,-28395,808,0,0,0
242,120500,14,-7,-9,1,-582,291,289,26517,-2946,-1179,-28775,825,0,0,0
243,121000,14,-6,-11,1,-575,212,361,26517,-2946,-1768,-28478,808,0,0,0
244,121500,14,-3,-13,1,-555,126,427,25927,-2357,-1179,-27438,775,0,0,0
245,122000,12,1,-13,1,-519,32,485,22392,-2946,0,-25656,759,0,0,0
246,122500,11,2,-15,1,-471,-61,530,19445,-1768,-1179,-23247,693,0,0,0
247,123000,9,5,-15,1,-412,-149,560,16499,-2357,-589,-20343,594,0,0,0
248,123500,7,7,-16,1,-343,-234,577,13553,-2357,-1179,-16961,478,0,0,0
249,124000,6,9,-16,1,-265,-316,581,11196,-1768,-589,-13133,412,0,0,0
250,124500,4,11,-16,1,-185,-385,570,7071,-1768,-589,-9091,247,0,0,0
251,125000,1,13,-15,1,-98,-445,543,2946,-2357,-589,-4719,66,0,0,0
252,125500,-2,14,-14,1,-3,-499,503,-1768,-1768,-1179,-99,-16,0,0,0
253,126000,-4,15,-13,1,90,-542,452,-7071,-1179,-1179,4455,-132,0,0,0
254,126500,-6,15,-11,1,177,-569,390,-10607,-1179,-1179,8778,-280,0,0,0
255,127000,-8,16,-9,1,261,-580,317,-14731,-589,-589,12935,-429,0,0,0
256,127500,-10,16,-7,1,340,-579,238,-18267,-589,-589,16796,-511,0,0,0
257,128000,-12,16,-5,1,409,-563,154,-21802,0,-589,20162,-610,0,0,0
258,128500,-13,14,-2,1,466,-532,65,-22981,1179,-589,23066,-759,0,0,0
259,129000,-14,12,1,1,514,-486,-28,-25338,0,-589,25491,-825,0,0,0
260,129500,-15,10,3,1,551,-431,-120,-26517,0,-1179,27273,-825,0,0,0
261,130000,-15,9,5,1,575,-367,-208,-27695,589,-589,28379,-808,0,0,0
262,130500,-15,7,7,1,583,-292,-290,-27695,589,-589,28758,-825,0,0,0
263,131000,-16,5,9,1,575,-211,-363,-28284,589,-1179,28445,-792,0,0,0
264,131500,-15,3,10,1,554,-124,-429,-27106,589,-1179,27389,-759,0,0,0
265,132000,-13,1,12,1,518,-32,-485,-24749,1179,0,25607,-759,0,0,0
266,132500,-11,-3,13,1,470,60,-530,-21802,1179,-589,23231,-709,0,0,0
267,133000,-9,-5,13,1,411,148,-560,-18267,589,-589,20343,-643,0,0,0
268,133500,-8,-8,14,1,344,234,-578,-15321,589,-1179,16945,-511,0,0,0
269,134000,-6,-10,15,1,266,317,-583,-11785,589,-589,13133,-412,0,0,0
270,134500,-4,-12,15,1,184,386,-572,-8839,589,-589,9075,-264,0,0,0
271,135000,-2,-13,14,1,95,447,-544,-4125,0,-589,4735,-165,0,0,0
272,135500,1,-14,12,1,1,501,-503,1768,-589,-589,99,-33,0,0,0
273,136000,3,-15,10,1,-92,542,-452,4714,-589,-1179,-4488,99,0,0,0
274,136500,5,-16,9,1,-178,568,-390,8839,-589,-1179,-8827,264,0,0,0
275,137000,8,-16,7,1,-262,579,-317,12964,-589,-589,-12985,412,0,0,0
276,137500,9,-16,6,1,-341,579,-238,15910,-1768,-589,-16829,495,0,0,0
277,138000,11,-16,3,1,-408,563,-155,18856,-1768,-1179,-20162,627,0,0,0
278,138500,12,-15,1,1,-467,531,-65,21802,-1768,-1179,-23066,742,0,0,0
279,139000,13,-13,-2,1,-516,486,29,23570,-2357,-1179,-25508,775,0,0,0
280,139500,14,-11,-5,1,-551,432,119,24159,-2357,-1179,-27257,808,0,0,0
281,140000,14,-9,-7,1,-574,366,205,25338,-2946,-1179,-28362,825,0,0,0
282,140500,14,-7,-9,1,-582,292,288,26517,-2946,-1179,-28824,874,0,0,0
283,141000,15,-6,-11,1,-576,212,363,27106,-2357,-1179,-28511,825,0,0,0
284,141500,14,-3,-12,1,-555,127,427,25927,-2357,-589,-27422,792,0,0,0
285,142000,12,1,-14,1,-519,33,483,22392,-2357,-589,-25623,792,0,0,0
286,142500,11,2,-14,1,-470,-60,529,19445,-1768,-589,-23247,726,0,0,0
287,143000,9,5,-15,1,-412,-149,561,16499,-2357,-589,-20360,610,0,0,0
288,143500,7,7,-16,1,-344,-235,579,13553,-2357,-1179,-16978,462,0,0,0
289,144000,6,9,-17,1,-267,-316,582,11196,-1768,-1179,-13150,363,0,0,0
290,144500,4,11,-17,1,-185,-385,570,7071,-1768,-1179,-9091,198,0,0,0
291,145000,1,13,-16,1,-97,-446,544,2946,-1768,-1179,-4719,66,0,0,0
292,145500,-2,14,-14,1,-3,-500,503,-1768,-1768,-1179,-99,-33,0,0,0
293,146000,-4,14,-13,1,89,-541,452,-7071,-1179,-1768,4438,-132,0,0,0
294,146500,-6,15,-11,1,177,-567,390,-10607,-589,-1179,8778,-297,0,0,0
295,147000,-8,16,-9,1,262,-582,318,-14731,-589,-589,12952,-412,0,0,0
296,147500,-10,16,-7,1,340,-580,240,-18267,-589,-589,16796,-511,0,0,0
297,148000,-12,16,-5,1,407,-563,156,-21213,0,-589,20112,-610,0,0,0
298,148500,-13,14,-2,1,465,-531,66,-23570,1179,-589,23033,-759,0,0,0
299,149000,-14,12,1,1,515,-487,-28,-24749,0,-589,25491,-792,0,0,0
300,149500,-15,10,3,1,552,-432,-119,-26517,0,-1179,27273,-792,0,0,0
301,150000,-15,9,5,1,575,-368,-207,-27695,589,-589,28379,-808,0,0,0
302,150500,-15,7,7,1,582,-292,-290,-28284,589,-589,28775,-825,0,0,0
303,151000,-16,5,9,1,577,-211,-366,-28874,589,-1179,28494,-775,0,0,0
304,151500,-15,3,11,1,556,-124,-430,-27695,589,-589,27438,-742,0,0,0
305,152000,-13,1,12,1,518,-32,-485,-24749,1179,0,25590,-759,0,0,0
306,152500,-11,-3,13,1,469,61,-529,-21802,589,-589,23214,-693,0,0,0
307,153000,-9,-5,14,1,411,150,-561,-18267,589,0,20327,-610,0,0,0
308,153500,-8,-8,14,1,344,235,-579,-15321,589,-1179,16961,-544,0,0,0
309,154000,-7,-10,15,1,266,315,-583,-12374,0,-1179,13150,-429,0,0,0
310,154500,-4,-12,15,1,184,385,-571,-8839,589,-589,9091,-264,0,0,0
311,155000,-2,-13,14,1,94,448,-544,-4125,0,-589,4735,-165,0,0,0
312,155500,1,-14,12,1,1,501,-503,1768,0,-589,115,-66,0,0,0
313,156000,3,-15,10,1,-90,540,-451,4714,-589,-1179,-4438,82,0,0,0
314,156500,5,-16,9,1,-178,566,-389,8839,-589,-1179,-8794,214,0,0,0
315,157000,7,-16,7,1,-263,580,-316,12374,-1179,-1179,-12968,363,0,0,0
316,157500,9,-16,6,1,-342,580,-239,15910,-1768,-589,-16862,462,0,0,0
317,158000,11,-16,3,1,-408,563,-155,19445,-1179,-1179,-20162,627,0,0,0
