1,0,-6,22,-18,1,-126,550,-424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,500,-10,23,-15,1,-213,573,-358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1000,-13,25,-13,1,-297,582,-284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1500,-16,26,-10,1,-368,573,-205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2000,-19,25,-7,1,-431,548,-117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2500,-21,23,-2,1,-487,511,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,3000,-23,20,2,1,-530,463,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3500,-24,17,6,1,-560,405,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,4000,-25,15,10,1,-578,336,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4500,-26,13,13,1,-583,260,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5000,-27,10,16,1,-571,179,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5500,-25,6,19,1,-541,88,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,6000,-23,1,20,1,-499,-7,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,6500,-19,-4,22,1,-448,-97,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,7000,-16,-7,23,1,-385,-184,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,7500,-15,-10,25,1,-312,-271,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,8000,-12,-14,26,1,-234,-346,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8500,-8,-17,25,1,-149,-412,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9000,-4,-20,24,1,-56,-471,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9500,1,-21,20,1,38,-519,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10000,6,-23,17,1,130,-556,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10500,9,-24,14,1,219,-579,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,11000,13,-26,12,1,301,-586,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,11500,16,-26,9,1,373,-576,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,12000,19,-26,6,1,438,-551,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,12500,21,-23,1,1,491,-511,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,13000,22,-20,-4,1,531,-461,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,13500,23,-17,-8,1,562,-402,-159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,14000,25,-14,-11,1,580,-332,-247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,14500,26,-12,-14,1,582,-256,-325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,15000,26,-9,-17,1,566,-171,-393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,15500,24,-5,-20,1,535,-80,-454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,16000,21,1,-22,1,494,13,-505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,16500,18,4,-23,1,443,100,-542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,17000,16,8,-24,1,380,189,-567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,17500,13,12,-25,1,307,275,-580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,18000,11,15,-27,1,229,350,-578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,18500,7,18,-26,1,144,413,-557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,19000,3,20,-24,1,51,471,-521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,19500,-2,21,-21,1,-41,517,-475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,20000,-6,23,-18,1,-130,551,-419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,20500,-10,23,-15,1,-216,572,-354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,21000,-14,25,-13,1,-299,580,-280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,21500,-17,26,-10,1,-370,572,-200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,22000,-20,25,-6,1,-435,547,-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,22500,-21,23,-2,1,-489,508,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,23000,-23,20,3,1,-530,459,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,23500,-24,17,7,1,-560,401,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,24000,-25,15,10,1,-578,332,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,24500,-27,12,14,1,-583,256,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,25000,-27,10,17,1,-568,174,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,25500,-25,5,19,1,-539,83,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,26000,-23,1,21,1,-496,-10,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,26500,-19,-4,22,1,-444,-99,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,27000,-17,-8,24,1,-382,-187,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,27500,-15,-11,25,1,-309,-273,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,28000,-12,-15,26,1,-231,-348,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,28500,-8,-18,26,1,-146,-413,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,29000,-4,-20,24,1,-53,-472,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,29500,1,-22,21,1,40,-520,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,30000,6,-23,17,1,130,-556,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,30500,9,-24,15,1,219,-577,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,31000,13,-26,13,1,302,-585,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,31500,17,-27,9,1,375,-576,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,32000,20,-26,6,1,439,-551,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,32500,21,-24,1,1,491,-510,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,33000,23,-20,-4,1,533,-461,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,33500,24,-17,-8,1,565,-401,-164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,34000,25,-15,-11,1,581,-331,-250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,34500,26,-12,-15,1,582,-254,-326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,35000,26,-9,-18,1,567,-169,-396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,35500,25,-5,-20,1,537,-78,-458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,36000,22,1,-21,1,494,13,-506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,36500,18,4,-23,1,441,104,-543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,37000,16,8,-24,1,377,193,-570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,37500,14,12,-26,1,305,278,-582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,38000,11,15,-27,1,227,351,-577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,38500,7,18,-26,1,141,415,-555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
